Vehicle_speed_sensor,Vibration,Engine_Load,Engine_Coolant_Temp,Engine_RPM,Mass_Air_Flow_Rate,Engine_Oil_Temp,Speed_GPS,Turbo_Boost_And_Vcm_Gauge,Trip_Distance,Litres_Per_100km_Inst,CO2_in_g_per_km_Inst,Trip_Time_journey,Condition_Score,Priority
36,0.8064516129032313,0.296442710574295,0.5333333333333332,0.3978215767634855,0.17001338688085676,0.4285714285714288,31.104189,0.045751671392804956,0.9974925433433537,7.62225,201.60837,0.9947261177034641,0.5817732134264091,Moderate
34,0.8172043010752716,0.22134388774000577,0.5999999999999996,0.21317427385892118,0.10584560464078535,0.5,34.488075,0.09803925721563386,0.9922375247477058,4.277167,113.13098,0.9834591873426826,0.5036122109745911,Moderate
106,0.4301075268817236,0.6403162391171565,0.8666666666666663,0.3399896265560166,0.15216421240517625,0.5,109.98,0.1045751716456578,0.5627175527596098,3.592261,95.01524,0.5136042191058372,0.7145846481022124,Critical
99,0.4677419354838719,0.0,0.2666666666666666,0.28189834024896265,0.1294065149486836,0.2857142857142856,102.496605,0.05882359038039862,0.3734899655384656,4.753048778587036,116.73404192841686,0.3878700707179672,0.09142750115260488,Low
83,0.5537634408602194,0.43561471516764605,0.06666666666666643,0.3158713692946058,0.13431503792949576,0.07142857142857117,78.91318,0.0196078784813905,0.058365772474482824,4.753048778587036,20.169476,0.05453673738463383,0.15111339025701714,Low
96,0.48387096774193594,0.4743083107133375,0.40000000000000036,0.2728215767634855,0.12815707273538599,0.2142857142857144,114.876274,0.045751671392804956,0.6904427576666063,2.42352,64.10206,0.6100922929401893,0.37624468944250883,Low
78,0.5806451612903238,0.48221345208095784,0.5999999999999996,0.287603734439834,0.15269968763944666,0.5,80.06465,0.1568628025322596,0.9649495764689542,5.54225,146.5924,0.8981181829078269,0.4978217651330758,Moderate
79,0.5752688172043037,0.39525694743239326,0.2666666666666666,0.2990145228215768,0.13136992414100845,0.2142857142857144,83.01607,0.06535950481042255,0.37548633120209085,4.753048778587036,116.73404192841686,0.38954812417595586,0.2508719112074385,Low
33,0.8225806451612918,0.18972333234857638,0.5999999999999996,0.31690871369294604,0.12887103971441322,0.4285714285714288,33.588943,0.11111113113945462,0.9745384328540911,2.89826,76.658936,0.9339566103320149,0.49306448614945614,Moderate
116,0.3763440860215077,0.1699604789295257,0.7333333333333334,0.3864107883817427,0.18090138331102185,0.5714285714285712,114.33727,0.06535950481042255,0.17737729394522372,4.753048778587036,25.3012,0.13004914299412684,0.2306258701114432,Low
116,0.3763440860215077,0.7707510616038394,0.666666666666667,0.6190352697095436,0.5128960285586791,0.7142857142857144,118.62708,0.6797385706330026,0.41326600452128126,10.575105,279.71133,0.41651684046506054,0.5346089689321715,Moderate
142,0.2365591397849478,0.6521739410895352,0.666666666666667,0.5775414937759337,0.26996876394466757,0.5,151.27211,0.18300655037990113,0.14492537599480604,4.753048778587036,116.73404192841686,0.11147069399496579,0.36622813422221867,Low
128,0.3118279569892479,0.43561471516764605,0.5999999999999996,0.4730290456431535,0.20892458723784027,0.6428571428571423,128.9165,0.07189546430421939,0.1065226345862047,4.753048778587036,116.73404192841686,0.0868991969315594,0.2767178456149444,Low
86,0.5376344086021518,0.2015810343209551,0.5999999999999996,0.34232365145228216,0.15787594823739404,0.5714285714285712,90.39635,0.07189546430421939,0.00743928285067641,1.36679,36.151566,0.006951935754524741,0.19152107998167878,Low
83,0.5537634408602194,0.2687747258666757,0.5333333333333332,0.32780082987551873,0.1422579205711736,0.4285714285714288,91.83611,0.045751671392804956,0.9527465752439168,1.857516,49.131256,0.884933477166487,0.33649473387443396,Low
151,0.18817204301075208,0.43561471516764605,0.7333333333333334,0.6117738589211619,0.26996876394466757,0.8571428571428568,149.94028,0.13071900962084512,0.4666049778454251,4.753048778587036,116.73404192841686,0.44983818770226536,0.41655182312857475,Low
146,0.21505376344086358,0.6600790925362072,0.666666666666667,0.6364107883817427,0.6258813029897367,0.5714285714285712,150.5162,0.7777778278486365,0.7027671195435972,8.491193,224.5919,0.618722282152703,0.5888790154511422,Moderate
102,0.4516129032258114,0.7786561626552527,0.2666666666666666,0.6504149377593361,0.5443998215082553,0.2142857142857144,101.30402,0.5947712324049624,0.37998952795199115,13.243729,350.2964,0.39350353589835796,0.4633085034616594,Moderate
118,0.3655913978494638,0.24901187244762504,0.7333333333333334,0.40352697095435686,0.16733601070950468,0.5,116.892136,0.05228758582282889,0.17690510205526588,1.791631,47.38862,0.1296895601102721,0.2538824093950388,Low
87,0.5322580645161317,0.02371541402380912,0.7333333333333334,0.35788381742738595,0.14895136099955378,0.7142857142857144,87.66125,0.1568628025322596,0.0003674941578835078,4.753048778587036,116.73404192841686,0.00023972192256982439,0.18582641424497973,Low
76,0.5913978494623677,0.1067193681466669,0.20000000000000018,0.37059128630705396,0.16804997768853192,0.2142857142857144,76.63947,0.05228758582282889,0.05307054676499634,4.753048778587036,116.73404192841686,0.04974229893323745,0.11617674565470305,Low
105,0.43548387096774377,0.43561471516764605,0.5333333333333332,0.32235477178423233,0.15885765283355643,0.5714285714285712,110.0175,0.045751671392804956,0.4288752932858726,3.993587,105.63031,0.4263454392904231,0.3269811574622085,Low
146,0.21505376344086358,0.48221345208095784,0.5999999999999996,0.5855809128630706,0.23471664435519854,0.4285714285714288,151.99207,0.09803925721563386,0.16552102931576307,2.599588,68.75906,0.12153901474289819,0.319492991930683,Low
94,0.4946236559139834,1.0,0.7999999999999998,0.2627074688796681,0.15171798304328424,0.4285714285714288,94.46534,0.2156863478488853,0.40220631845410404,6.242539,165.11505,0.4090854608653961,0.5871721119424613,Moderate
105,0.43548387096774377,0.43561471516764605,0.666666666666667,0.30809128630705396,0.1536813922356091,0.5,109.62038,0.05228758582282889,0.5450098166208701,4.753048779,116.73404192841686,0.5004195133644972,0.37168343129973813,Low
96,0.48387096774193594,0.43561471516764605,0.4666666666666668,0.4185684647302905,0.20053547523427037,0.4285714285714288,98.21064,0.11764704556947855,0.516444055554516,4.753048779,116.73404192841686,0.4775260697590795,0.35003804500118996,Low
71,0.6182795698924757,0.43561471516764605,0.5333333333333332,0.20617219917012453,0.11325301204819277,0.5,78.58919,0.05882359038039862,0.195533279689726,4.753048778587036,116.73404192841686,0.14251468296775738,0.24003097470166343,Low
128,0.3118279569892479,0.19762846363714495,0.7333333333333334,0.4771784232365145,0.21311914323962514,0.6428571428571423,131.83199,0.07189546430421939,0.4408778276420551,1.129178,29.866749,0.43449598465779693,0.28658967119106854,Low
118,0.3655913978494638,0.3003952812581051,0.5999999999999996,0.41156639004149376,0.16135653726015173,0.5714285714285712,124.210106,0.026143837975187337,0.10073229836317221,1.703896,45.06803,0.08306364617044226,0.23522370888561533,Low
37,0.8010752688172076,0.3833992353809629,0.5999999999999996,0.28786307053941906,0.13681392235609105,0.5,39.92634,0.05228758582282889,0.9820211075404943,5.36138,141.80841,0.9530145031763155,0.6344444030618581,Moderate
92,0.5053763440860237,0.6758893450342927,0.7333333333333334,0.3970435684647303,0.16207050423917893,0.5714285714285712,91.22425,0.032679797468984174,0.028366659078308376,2.850494,75.395515,0.027568021095529194,0.3123860707762787,Low
116,0.3763440860215077,0.8023715666000102,0.9333333333333336,0.3991182572614108,0.26273984828201696,0.7142857142857144,118.224655,0.37908497468362307,0.4051557690128038,5.958635,157.6058,0.4112429581685245,0.75232039724208,Critical
83,0.5537634408602194,0.6482214409590871,0.666666666666667,0.4585062240663901,0.3086122266845159,0.4285714285714288,84.24001,0.47058827240546003,0.633659564490419,12.490294,330.36804,0.5651444324583483,0.5286928582475836,Moderate
37,0.8010752688172076,0.4584980582152521,0.5333333333333332,0.2863070539419087,0.14127621597501117,0.5,40.540092,0.07843137873424333,0.9587248100583525,6.572494,173.84233,0.8908066642694474,0.6674250511246023,Moderate
77,0.586021505376344,0.039525696759049676,0.5999999999999996,0.2754149377593361,0.13779562695225345,0.5,80.31639,0.05882359038039862,0.9651718245607226,1.414027,37.400993,0.8983579048303967,0.17458729904868042,Low
66,0.6451612903225801,0.43561471516764605,0.5999999999999996,0.25440871369294604,0.10682730923694778,0.5,76.14143,0.07189546430421939,0.9581345559783967,4.753048778587036,116.73404192841686,0.8898477765791681,0.4565063940396703,Moderate
113,0.39247311827957176,0.4940711742114399,0.666666666666667,0.3817427385892116,0.1712628290941544,0.4285714285714288,123.59558,0.07843137873424333,0.7211808402809081,2.681809,70.93379,0.6302289344360541,0.4573878808484545,Moderate
151,0.18817204301075208,0.011857712051430415,0.666666666666667,0.6148858921161826,0.26443551985720665,0.7857142857142856,158.14833,0.08496738329181305,0.46780430998649725,4.753048778587036,116.73404192841686,0.4504374925086899,0.2188348525386523,Low
117,0.37096774193548754,0.06324111078285881,0.5999999999999996,0.39419087136929465,0.17991967871485942,0.5714285714285712,121.105545,0.05882359038039862,0.10122251805381877,4.753048778587036,20.98832,0.083423229054297,0.17974182433655997,Low
112,0.39784946236559193,0.584980269701918,0.666666666666667,0.3804460580912863,0.16233824185631415,0.4285714285714288,115.669426,0.09803925721563386,0.3956662077065378,3.089912,81.72811,0.4038115785688602,0.4123191183874676,Low
87,0.5322580645161317,0.6442688400381218,0.666666666666667,0.3534751037344398,0.15243195002231147,0.35714285714285676,89.6075,0.08496738329181305,0.3997907069019122,4.167417,110.22812,0.4070478245235527,0.4333480458284019,Low
85,0.543010752688172,0.18577076166476628,0.5333333333333332,0.2520746887966805,0.10780901383311023,0.4285714285714288,90.18286,0.05882359038039862,0.6495231760457956,4.753048778587036,116.73404192841686,0.5777298333932638,0.23025944852812452,Low
103,0.44623655913978766,0.3873517959857213,0.666666666666667,0.3145746887966805,0.15145024542614902,0.5,105.48119,0.07189546430421939,0.6460357918381603,2.096426,55.450424,0.5750928922449958,0.3700007752476321,Low
30,0.8387096774193559,0.2252964483447642,0.5999999999999996,0.27048755186721996,0.12217759928603303,0.4285714285714288,30.38419,0.045751671392804956,0.9778214261605451,3.679444,97.321236,0.9446242358863719,0.512566720640488,Moderate
114,0.3870967741935516,0.43561471516764605,0.4666666666666668,0.3716286307053942,0.18116912092815707,0.4285714285714288,118.908035,0.09803925721563386,0.5902205266358478,4.753048778587036,116.73404192841686,0.533740860601702,0.35920257129155975,Low
98,0.4731182795698956,0.7154150518723941,0.5333333333333332,0.4662863070539419,0.36091030789825973,0.4285714285714288,95.43624,0.47058827240546003,0.5817684453546934,8.651135,228.82237,0.5279875344600264,0.5240199549360658,Moderate
59,0.6827956989247355,0.8102767684419407,0.5999999999999996,0.39470954356846477,0.19410977242302543,0.5,60.228092,0.18300655037990113,0.010001050389522703,8.34606,220.75313,0.009708737864077666,0.3056221670615748,Low
105,0.43548387096774377,0.4980237146580949,0.666666666666667,0.3259854771784233,0.14921909861668897,0.5,107.8949,0.06535950481042255,0.9476600625581741,2.622804,69.37313,0.880738343521515,0.5216217062384215,Moderate
87,0.5322580645161317,0.7628458597619088,0.5999999999999996,0.36540456431535273,0.23471664435519854,0.35714285714285676,89.784,0.24183009569652686,0.3993051505540306,7.376541,195.10938,0.40668824163969797,0.47249635401534285,Moderate
54,0.7096774193548399,0.44268775532190807,0.5999999999999996,0.34776970954356845,0.16037483266398928,0.5,55.944,0.08496738329181305,0.9662985336687373,4.003375,105.88921,0.8997962363658156,0.6795721023002772,Moderate
109,0.413978494623656,0.10276680754190848,0.7333333333333334,0.3493257261410788,0.17376171352074965,0.6428571428571423,114.6602,0.09150325265806411,0.4098789959231577,4.753048778587036,16.464815,0.4143593431619321,0.22298228066447937,Low
100,0.4623655913978517,0.43561471516764605,0.5999999999999996,0.29071576763485474,0.13726015171798303,0.5,101.98851,0.045751671392804956,0.5469465256191253,4.753048778587036,116.73404192841686,0.5018578448999161,0.35811746560615376,Low
109,0.413978494623656,0.5059288963419221,0.5333333333333332,0.36721991701244816,0.16974564926372154,0.35714285714285676,111.60009,0.07189546430421939,0.7460212160485187,2.671315,70.656235,0.6465300251708019,0.44577326488551655,Low
88,0.526881720430108,0.33596838717524125,0.2666666666666666,0.3674792531120332,0.1467202141900937,0.2142857142857144,85.03237,0.026143837975187337,0.37820409324342474,2.079666,55.007126,0.3919453434016541,0.23930947705972716,Low
110,0.4086021505376358,0.6482214409590871,0.5999999999999996,0.370850622406639,0.17197679607318161,0.35714285714285676,112.14097,0.11764704556947855,0.7482309580786526,3.808331,100.73029,0.6480882176675058,0.5413825523365814,Moderate
27,0.8548387096774199,0.43561471516764605,0.5999999999999996,0.21058091286307057,0.05917001338688086,0.4285714285714288,34.92007,0.045751671392804956,0.9893778719722464,4.753048778587036,116.73404192841686,0.9730312837108954,0.6641555629570406,Moderate
113,0.39247311827957176,0.4743083107133375,0.666666666666667,0.3755186721991701,0.15858991521642124,0.6428571428571423,116.460045,0.06535950481042255,0.5834850673224614,2.426713,64.186516,0.5293060050341604,0.41109075770843484,Low
117,0.37096774193548754,0.5810276788600044,0.8666666666666663,0.412603734439834,0.1747434181169121,0.7142857142857144,121.24812,0.09150325265806411,0.4079319365787657,3.106964,82.17915,0.4131607335490831,0.6531729504704216,Moderate
101,0.456989247311828,0.12648221148666589,0.5999999999999996,0.3031639004149378,0.128603302097278,0.5714285714285712,105.22822,0.03921571189900811,0.36190826943179366,2.392187,63.273304,0.37912022054416883,0.1997257619729692,Low
99,0.4677419354838719,0.43561471516764605,0.666666666666667,0.279045643153527,0.14448906738063363,0.5714285714285712,102.89226,0.07189546430421939,0.655607416603081,4.753048778587036,116.73404192841686,0.5826441328059451,0.39204134963181947,Low
113,0.39247311827957176,0.33992098809620647,0.5333333333333332,0.3788900414937759,0.1648371262829094,0.5,114.62456,0.05882359038039862,0.7099571410364891,1.787627,47.282707,0.6226776938751049,0.3445878921102581,Low
147,0.20967741935483986,0.4347826038752361,0.5999999999999996,0.5899896265560166,0.24560464078536368,0.4285714285714288,151.38,0.11764704556947855,0.16594988624002804,2.856338,75.5501,0.12177873666546801,0.3083251917014283,Low
136,0.2688172043010759,0.6482214409590871,0.666666666666667,0.5339730290456431,0.28183846497099513,0.6428571428571423,140.76056,0.20915034329131557,0.46156248256578025,4.407017,116.56552,0.4472012465539974,0.48486756297297895,Moderate
96,0.48387096774193594,0.003952570683810139,0.666666666666667,0.2629668049792532,0.12021419009370815,0.7142857142857144,98.49601,0.0196078784813905,0.017269438788877545,1.787843,47.28842,0.018099005154021353,0.15563961260401993,Low
101,0.456989247311828,0.7351779153704965,0.7333333333333334,0.491441908713693,0.27907184292726467,0.5,101.01606,0.22222221721513635,0.6412811726691943,4.455172,117.83923,0.5714970634064486,0.5941411921910268,Moderate
118,0.3655913978494638,0.5335968810495414,0.5999999999999996,0.4234958506224067,0.18170459616242748,0.4285714285714288,123.12052,0.08496738329181305,0.3890999367434613,2.687305,71.07918,0.39949658396260335,0.38575324843524084,Low
91,0.5107526881720474,0.43561471516764605,0.40000000000000036,0.37059128630705396,0.17822400713966977,0.4285714285714288,95.008606,0.09803925721563386,0.5181780797526014,4.753048778587036,116.73404192841686,0.47896440129449835,0.33134531493798436,Low
146,0.21505376344086358,0.1699604789295257,0.5999999999999996,0.5778008298755187,0.2465863453815261,0.4285714285714288,149.90524,0.09803925721563386,0.16654326817183818,4.753048778587036,25.764519,0.12213831954932275,0.23934622307300799,Low
104,0.44086021505376394,0.7193676527933592,0.666666666666667,0.33713692946058094,0.16331994645247658,0.5,103.68202,0.1633986718985106,0.9462381979751648,4.027904,106.53798,0.8797794558312357,0.6812686182268186,Moderate
42,0.7741935483870996,0.4664031895038207,0.5999999999999996,0.3514004149377593,0.15091477019187863,0.4285714285714288,40.284576,0.045751671392804956,0.9875109425053625,5.468036,144.62946,0.9690758719884933,0.7100680999865796,Critical
104,0.44086021505376394,0.13043479224952775,0.7333333333333334,0.487292531120332,0.1618027666220437,0.5714285714285712,108.036095,0.37908497468362307,0.6416930254533777,4.753048778587036,20.267725,0.5718566462903033,0.27266350591270977,Low
71,0.6182795698924757,0.43561471516764605,0.5333333333333332,0.21939834024896265,0.11771530566711289,0.5,80.10007,0.06535950481042255,0.19540873431588435,4.753048778587036,116.73404192841686,0.14227496104518755,0.24218772748976508,Low
94,0.4946236559139834,0.7984189656790449,0.5999999999999996,0.26322614107883824,0.1635876840696118,0.4285714285714288,97.30853,0.20915034329131557,0.1714123098486443,5.241727,138.64359,0.1254944264653003,0.34805764191958993,Low
86,0.5376344086021518,0.43561471516764605,0.0,0.33843360995850624,0.1506470325747434,0.07142857142857117,91.584175,0.045751671392804956,0.061404963946388946,4.753048778587036,116.73404192841686,0.05717367853290184,0.14450443465826676,Low
95,0.48924731182795966,0.5533596941523852,0.5333333333333332,0.2702282157676349,0.12387327086122266,0.2142857142857144,112.82446,0.05882359038039862,0.6860478414609044,2.823391,74.678635,0.6066163250629271,0.44074601489103815,Low
100,0.4623655913978517,0.2648221551828656,0.33333333333333304,0.2984958506224067,0.13850959393128068,0.2857142857142856,104.119194,0.07843137873424333,0.3724155768614712,1.267502,33.525417,0.3870310439889728,0.209777377120422,Low
113,0.39247311827957176,0.33992098809620647,0.5333333333333332,0.43127593360995853,0.31628737170905846,0.5,119.12401,0.2483660101265508,0.7094959819330724,4.242958,112.22616,0.6223181109912501,0.35323517790143627,Low
162,0.12903225806451601,0.7549407587104955,0.7333333333333334,0.6942427385892117,0.6794288264167782,0.8571428571428568,166.32066,0.6274509848101737,0.8161561282608067,9.508079,251.48851,0.7282752007671103,0.7135390528992851,Critical
82,0.5591397849462396,0.02371541402380912,0.20000000000000018,0.3184647302904564,0.1318161535029005,0.2142857142857144,84.132,0.0196078784813905,0.054135665626494744,4.753048778587036,116.73404192841686,0.050821047584801604,0.09111008495822619,Low
129,0.30645161290322775,0.23715417047524634,0.13333333333333375,0.4764004149377593,0.20473003123605535,0.14285714285714235,133.38016,0.07189546430421939,0.12506152626772815,1.302567,34.45286,0.09780654440848618,0.15700421418571409,Low
89,0.5215053763440878,0.296442710574295,0.2666666666666666,0.5088174273858921,0.23498438197233376,0.14285714285714235,90.00121,0.2026144288612916,0.6757255891209444,2.6231,69.38094,0.5983459187342682,0.29196123081403247,Low
