Maintenance_flag,record_id,Measurement_timestamp,Vehicle_speed_sensor,Vibration,Engine_Load,Engine_Coolant_Temp,Intake_Manifold_Pressure,Engine_RPM,Speed_OBD,Intake_Air_Temp,Mass_Air_Flow_Rate,Throttle_Pos_Manifold,Voltage_Control_Module,Ambient_air_temp,Accel_Pedal_Pos_D,Engine_Oil_Temp,Speed_GPS,GPS_Longitude,GPS_Latitude,GPS_Bearing,GPS_Altitude,Turbo_Boost_And_Vcm_Gauge,Trip_Distance,Litres_Per_100km_Inst,Accel_Ssor_Total,CO2_in_g_per_km_Inst,Trip_Time_journey,fleetid,truckid,Region,engine_health_score,battery_health_score,vibration_score,usage_severity,anomaly_flag,Condition_Score,Priority
0,8249,22FEB16:18:18:35,34,0.8172043010752716,0.287401574012648,0.5333333333333332,120,0.3379149377593361,34,9,0.16956715751896473,0.9779410769301559,14.06,7,24.313726,0.4285714285714288,37.26007,9.1569693589,48.928790752,63.4,160,3.335867,0.9947253612427192,5.248885,0.6619178343517371,138.8329,0.9886132086779336,Fleet_00713F1,Truck_0711X1,1,0.3862166150351058,0.2990692930451968,0.8172043010752716,0.2891784491871907,1,0.47986184227371015,Low
0,3613,22FEB16:17:01:19,124,0.3333333333333357,0.5905512256866527,0.666666666666667,118,0.4463174273858921,124,11,0.205979473449353,0.9558822663603018,14.2,9,14.901961,0.7142857142857144,126.32401,8.8978510753,48.658031517,290.1,507,3.045792,0.4381555728680575,4.16179,0.5791982904538346,110.079285,0.4329377921610932,Fleet_00913F1,Truck_0491X1,1,0.5678451065797373,0.4601325938675337,0.3333333333333357,0.5976685687499153,0,0.4632231239148432,Low
0,480,22FEB16:16:09:06,84,0.5483870967741957,0.0,0.0,108,0.3226141078838174,84,9,0.14796965640339135,0.9779410769301559,14.24,7,14.901961,0.0,85.82593,9.2589528604,49.233929431,319.2,642,1.595415,0.06164222572705902,0.0,0.6300696720385618,0.0,0.057413400455471664,Fleet_00113F1,Truck_0221X1,1,0.10753803596127247,0.07398482820169568,0.5483870967741957,0.0,0,0.053769017980636234,Low
0,7662,22FEB16:18:08:48,18,0.9032258064516157,0.50393703949408,0.5333333333333332,114,0.23884854771784236,18,14,0.10852298081213743,0.6764705408088277,14.26,8,14.901961,0.4285714285714288,18.21632,7.9560018588,48.197575043,105.4,147,2.465641,0.9718914740047355,12.823436,0.6296370979550207,339.17966,0.9182548244036917,Fleet_00213F1,Truck_0791X1,2,0.42537297351508513,0.2685472046917831,0.9032258064516157,0.5333727622259308,1,0.5726983154253218,Moderate
0,4837,22FEB16:17:21:43,90,0.5161290322580676,0.1574803248419,0.5333333333333332,126,0.4234958506224067,90,9,0.2183846497099509,0.9779410769301559,14.16,8,41.568626,0.4285714285714288,91.62045,8.5358717274,48.240386666,306.7,287,4.206095,0.6516874789189893,1.291805,0.6504885075022737,34.168205,0.5796476087738224,Fleet_01113F1,Truck_0661X1,1,0.37143650293254665,0.32347803914068984,0.5161290322580676,0.17705232338085355,0,0.23883394848052938,Low
0,5032,22FEB16:17:24:58,95,0.48924731182795966,0.5354331145018304,0.40000000000000036,110,0.26996887966804983,95,9,0.12494422132976349,0.9779410769301559,14.16,8,14.901961,0.14285714285714235,100.55545,9.7680633589,48.583370752,23.9,162,1.88549,0.6815354886355756,2.632471,0.5774094250948191,69.628815,0.6030204962243797,Fleet_00713F1,Truck_0421X1,1,0.4018006647232935,0.1339006820934529,0.48924731182795966,0.6051480366065205,0,0.3824447433436029,Low
0,1149,22FEB16:16:20:15,114,0.3870967741935516,0.4921260013268032,0.7999999999999998,111,0.3869294605809128,114,11,0.16653279785809905,0.9705880775735433,14.16,8,14.901961,0.6428571428571423,119.016,9.2904396747,47.178843536,287.1,380,2.030529,0.18901580321557943,2.453731,0.5682032110886224,64.90115,0.1376003835550761,Fleet_00613F1,Truck_0361X1,3,0.5596851539692386,0.4046949703576207,0.3870967741935516,0.6760125881976549,0,0.4826463534439157,Low
0,4639,22FEB16:17:18:25,114,0.3870967741935516,0.1181102411215824,0.666666666666667,123,0.3757780082987552,114,9,0.19205711735832218,0.9779410769301559,14.12,7,14.901961,0.5,118.69203,8.6292487631,48.558120339,282.5,283,3.770981,0.6208388409591403,0.0,0.6402866200736128,24.621798,0.5559151384394103,Fleet_00413F1,Truck_0561X1,1,0.3868516386956682,0.3460285586791611,0.3870967741935516,0.13190399061478308,0,0.232997016532269,Low
0,6069,22FEB16:17:42:15,159,0.14516129032258007,0.0,0.7333333333333334,120,0.6649377593360996,159,10,0.2917447568049978,0.9779410769301559,14.24,6,14.901961,0.6428571428571423,163.585,7.8384427631,48.475134339,24.0,155,3.335867,0.8142422810161056,0.0,0.8091996877434274,0.0,0.727316313076831,Fleet_00413F1,Truck_0061X1,2,0.46609036422314426,0.46730094983107007,0.14516129032258007,0.0,0,0.23304518211157213,Low
0,5394,22FEB16:17:31:00,109,0.413978494623656,0.48031500331700794,0.5999999999999996,113,0.3698132780082988,109,7,0.16974564926372154,0.9779410769301559,14.12,6,14.901961,0.35714285714285676,112.28447,8.8908393589,48.952190752,39.9,138,2.320604,0.7458653352860984,2.336115,0.5877376542770867,61.79021,0.646410164209517,Fleet_00713F1,Truck_0681X1,1,0.48337609377510216,0.2634442532032891,0.413978494623656,0.5542151575386833,0,0.4079525941491561,Low
0,8232,22FEB16:18:18:18,36,0.8064516129032313,0.2677165572509152,0.5999999999999996,118,0.24040456431535273,36,9,0.11673360107095049,0.9779410769301559,14.08,7,28.235294,0.5,34.66802,9.1440393589,48.932744752,82.4,162,3.045792,0.9938284639409576,5.696581,0.6292722966002354,150.67445,0.9865755723360903,Fleet_00713F1,Truck_0711X1,1,0.3693737071887559,0.30836680053547527,0.8064516129032313,0.26968469757895047,1,0.4655922628680631,Low
0,4151,22FEB16:17:10:17,104,0.44086021505376394,0.0393700837203176,0.666666666666667,109,0.3314315352697096,104,8,0.14502454261490405,0.9779410769301559,14.16,7,34.11765,0.5714285714285712,107.89229,8.6199936747,47.068881536,249.4,346,1.740453,0.541059282858638,1.971273,0.5970794137407952,52.14014,0.4974229893323745,Fleet_00613F1,Truck_0801X1,3,0.3458227618855647,0.3582265570217376,0.44086021505376394,0.04282381337539274,0,0.18575852495540018,Low
0,435,22FEB16:16:08:21,88,0.526881720430108,0.0,0.13333333333333375,109,0.3526970954356846,88,9,0.15912539045069166,0.9779410769301559,14.2,7,14.901961,0.14285714285714235,90.57625,9.2910828604,49.180139431,8.8,741,1.740453,0.05544566685318131,0.0,0.5697050882258688,0.0,0.052019657197650726,Fleet_00113F1,Truck_0221X1,1,0.1620101429230061,0.150991266653917,0.526881720430108,0.0,0,0.08100507146150306,Low
0,7538,22FEB16:18:06:44,28,0.8494623655913998,0.1338582786254576,0.5333333333333332,113,0.20850622406639008,28,10,0.1182507809013833,0.9779410769301559,14.28,8,14.901961,0.4285714285714288,28.332823,9.2479737714,48.414373726,99.5,159,2.320604,0.9682004950763914,0.0,0.6262626854232574,0.0,0.903392065204363,Fleet_00813F1,Truck_0411X1,1,0.2918992786750603,0.27341110473640606,0.8494623655913998,0.14346113567637264,1,0.388987980040442,Low
0,5204,22FEB16:17:27:50,113,0.39247311827957176,0.5551181212241928,0.5333333333333332,115,0.3905601659751038,113,9,0.1747434181169121,0.9632352657169142,14.12,7,14.901961,0.4285714285714288,116.138695,8.4936857274,48.670856666,22.8,154,2.61068,0.7115034941233063,2.701334,0.6074570082440086,71.45023,0.6236365815653842,Fleet_01113F1,Truck_0661X1,1,0.4930038735108766,0.30165742334417045,0.39247311827957176,0.633331165260979,0,0.436501286333732,Low
0,7457,22FEB16:18:05:23,55,0.7043010752688197,0.2913385934279872,0.5333333333333332,111,0.33169087136929465,55,10,0.15912539045069166,0.9779410769301559,14.24,8,14.901961,0.4285714285714288,57.888718,8.1141438588,48.241303043,115.8,153,2.030529,0.9605960616477986,2.190099,0.6067692405521887,57.928078,0.8936833273402853,Fleet_00213F1,Truck_0791X1,2,0.38545426604353833,0.2938484095110602,0.7043010752688197,0.3131519822416612,1,0.48667272769426756,Low
0,5350,22FEB16:17:30:16,118,0.3655913978494638,0.539370093759688,0.5999999999999996,117,0.416753112033195,118,7,0.18839803659080767,0.9779410769301559,14.12,7,14.901961,0.4285714285714288,116.640274,8.345419794,49.768419773,23.3,145,2.900755,0.7377937145305151,3.04016,0.49332438621753705,80.41216,0.6411362819129809,Fleet_00513F1,Truck_0781X1,1,0.5187077352642943,0.30848473258111825,0.3655913978494638,0.6206852992226135,0,0.4455594573989312,Low
0,7713,22FEB16:18:09:39,21,0.8870967741935516,0.2125984460660928,0.5999999999999996,106,0.02359958506224069,21,15,0.03792949576082106,0.5073529056066207,14.2,8,14.901961,0.4285714285714288,21.16849,9.3217437714,48.398371726,91.6,156,1.30534,0.9732221190536618,1.327531,0.6082343028738146,35.113174,0.9243677334292222,Fleet_00813F1,Truck_0411X1,1,0.2787326770427777,0.23325046216612494,0.8870967741935516,0.22383463064031864,1,0.40651672771348446,Low
0,740,22FEB16:16:13:26,128,0.3118279569892479,0.07874015740126479,0.5333333333333332,121,0.4696576763485477,128,11,0.2099062918340027,0.9779410769301559,14.12,8,14.901961,0.5,130.4708,9.3819176153,48.519444484,328.2,635,3.480905,0.10940207813339808,0.0,0.7073456434267564,16.819185,0.08857725038954811,Fleet_01213F1,Truck_0081X1,1,0.3605770556943819,0.35495314591700133,0.3118279569892479,0.09725224946998019,0,0.20946420268818502,Low
0,7113,22FEB16:17:59:39,105,0.43548387096774377,0.618110281279064,0.7333333333333334,118,0.3293568464730291,105,8,0.15145024542614902,0.8970588340073521,14.14,7,14.901961,0.5,103.2123,7.7471347631,48.354576339,0.1,154,3.045792,0.9150497046938191,3.392278,0.6943165454985102,89.72568,0.8524511566582764,Fleet_00413F1,Truck_0641X1,2,0.5602668203618087,0.3257251227130745,0.43548387096774377,0.6635003377435202,0,0.47918351150396044,Low
0,5307,22FEB16:17:29:33,113,0.39247311827957176,0.4921260013268032,0.5999999999999996,113,0.3830394190871369,113,7,0.170281124497992,0.9779410769301559,14.08,6,14.901961,0.35714285714285676,126.25301,8.394955794,49.698621773,27.8,146,2.320604,0.7298572738450788,2.648242,0.7284589401851282,70.045944,0.6359822605777299,Fleet_00513F1,Truck_0781X1,1,0.49172180680464656,0.2637119908204244,0.39247311827957176,0.5647669187979827,0,0.4152909790417181,Low
0,7825,22FEB16:18:11:31,36,0.8064516129032313,0.32677166777233596,0.5999999999999996,110,0.2896784232365145,36,14,0.14618473895582326,0.7058823507352944,14.22,9,31.764706,0.4285714285714288,37.764153,7.7350567631,48.731070339,46.1,148,1.88549,0.9762273591154387,4.892613,0.6386182395657191,129.40953,0.9377921610931319,Fleet_00413F1,Truck_0271X1,2,0.4054833636696167,0.28737808376362606,0.8064516129032313,0.3401643301126452,1,0.504790980868602,Moderate
0,4210,22FEB16:17:11:16,87,0.5322580645161317,0.421259862677476,0.5333333333333332,109,0.3547717842323651,87,9,0.1506470325747434,0.9779410769301559,14.16,7,28.62745,0.4285714285714288,90.324,8.4944136747,47.105445536,248.9,359,1.740453,0.5503283021741467,2.345994,0.63414105596605,62.051502,0.5044947860481841,Fleet_00613F1,Truck_0801X1,3,0.4364549934143915,0.28960923057308613,0.5322580645161317,0.4595314588231789,0,0.3560869343541494,Low
0,7924,22FEB16:18:13:10,22,0.8817204301075279,0.22834646349122717,0.5999999999999996,107,0.059387966804979264,22,12,0.04605087014725568,0.9558822663603018,14.3,8,16.862745,0.5,23.475975,7.1689082752,48.260438037,80.2,151,1.450378,0.980282590609745,1.941443,0.6168514798300828,51.351143,0.949658396260338,Fleet_00313F1,Truck_0301X1,2,0.295911476765402,0.27302543507362786,0.8817204301075279,0.23571008656294704,1,0.4186687643515851,Low
0,4840,22FEB16:17:21:46,94,0.4946236559139834,0.9999999999999999,0.5999999999999996,162,0.5995850622406639,94,9,0.35867916108879966,0.9779410769301559,14.06,8,42.352943,0.5714285714285712,97.563515,8.9119037274,48.286856666,301.6,287,9.427452,0.6519402662188643,12.441415,0.5880187855963707,329.0752,0.5800071916576771,Fleet_01113F1,Truck_0211X1,1,0.7331950207468877,0.4650538662586854,0.4946236559139834,1.1240210045596164,0,0.7038038117413288,Moderate
0,3933,22FEB16:17:06:39,111,0.40322580645161565,0.0,0.5333333333333332,117,0.35243775933609955,111,11,0.1779562695225346,0.9779410769301559,14.14,8,14.901961,0.5714285714285712,114.672485,8.9811096747,47.159799536,324.4,389,2.900755,0.5093262590044454,0.0,0.5316368954735348,0.0,0.4712932997722642,Fleet_00613F1,Truck_0801X1,3,0.2952570308898109,0.3746924204755529,0.40322580645161565,0.0,0,0.14762851544490546,Low
0,7911,22FEB16:18:12:57,42,0.7741935483870996,0.2047244172747848,0.5999999999999996,113,0.17582987551867224,42,13,0.09040606871932172,0.6102941090992654,14.32,9,28.235294,0.5,44.604713,8.9515893589,48.967358752,92.8,153,2.320604,0.9795826342347478,2.47242,0.6237450540550264,65.39546,0.9481002037636341,Fleet_00713F1,Truck_0711X1,1,0.32685143093115226,0.2952030343596609,0.7741935483870996,0.21152245635019828,1,0.4268824523706356,Low
0,4959,22FEB16:17:23:45,96,0.48387096774193594,0.641732317456136,0.20000000000000018,114,0.2782676348547718,96,8,0.13949129852744308,0.9264705689338254,14.18,8,14.901961,0.14285714285714235,100.87223,9.7685733589,48.688154752,348.3,187,2.465641,0.6708501780003617,3.469819,0.6550309537296336,91.776634,0.5942706460505813,Fleet_00713F1,Truck_0421X1,1,0.3733333174369693,0.1411742206922927,0.48387096774193594,0.7244279054587377,0,0.40399503035610596,Low
0,3203,22FEB16:16:54:29,100,0.4623655913978517,0.09448819490514,0.40000000000000036,110,0.28449170124481327,100,11,0.13056671128960284,0.9779410769301559,14.18,9,14.901961,0.4285714285714288,106.16429,7.2696487631,48.394218339,344.4,496,1.88549,0.36816704412255863,0.0,0.6371381166377028,13.029081,0.3837947980342803,Fleet_00413F1,Truck_0351X1,2,0.25965996538331787,0.27956906993051583,0.4623655913978517,0.09064072676564629,0,0.1570222007213528,Low
0,471,22FEB16:16:08:57,90,0.5161290322580676,0.0,0.0,110,0.36929460580912865,90,9,0.16305220883534136,0.9779410769301559,14.22,7,14.901961,0.07142857142857117,94.83723,9.2734788604,49.226063431,330.4,663,1.88549,0.060295372718523366,0.0,0.606999333149817,0.0,0.056334651803907454,Fleet_00113F1,Truck_0221X1,1,0.12309820193637622,0.11724039013195627,0.5161290322580676,0.0,0,0.06154910096818811,Low
0,3649,22FEB16:17:01:55,122,0.3440860215053796,0.0,0.5999999999999996,114,0.43049792531120334,122,10,0.20276662204373044,0.9779410769301559,14.24,9,14.901961,0.5,127.87218,8.9945890753,48.630743517,291.4,493,2.465641,0.44533001197171074,0.0,0.5992958329812219,0.0,0.4372527867673499,Fleet_00913F1,Truck_0491X1,1,0.34349930843706766,0.3513833110218652,0.3440860215053796,0.0,0,0.17174965421853383,Low
0,436,22FEB16:16:08:22,88,0.526881720430108,0.0,0.13333333333333375,109,0.36255186721991706,88,9,0.16287371709058454,0.9779410769301559,14.24,7,14.901961,0.14285714285714235,88.02036,9.2901588604,49.180829431,6.2,732,1.740453,0.05544566685318131,0.0,0.6060948600660491,0.0,0.05213951815893564,Fleet_00113F1,Truck_0221X1,1,0.1652950668510836,0.15286542997386343,0.526881720430108,0.0,0,0.0826475334255418,Low
0,418,22FEB16:16:08:04,76,0.5913978494623677,0.0,0.20000000000000018,111,0.3869294605809128,76,9,0.17670682730923695,0.9779410769301559,14.26,7,14.901961,0.2142857142857144,76.82195,9.2801688604,49.157879431,8.2,769,2.030529,0.05316961436373269,0.0,0.5678543070405825,0.0,0.049982020855807274,Fleet_00113F1,Truck_0221X1,1,0.195643153526971,0.19549627079747567,0.5913978494623677,0.0,0,0.0978215767634855,Low
0,8300,22FEB16:18:19:26,36,0.8064516129032313,0.2992126222192952,0.5333333333333332,109,0.3978215767634855,36,8,0.17001338688085676,0.9779410769301559,14.18,6,28.235294,0.4285714285714288,31.104189,9.1934553589,48.917774752,47.7,148,1.740453,0.9974925433433537,7.62225,0.6390650375552954,201.60837,0.9947261177034641,Fleet_00713F1,Truck_0711X1,1,0.41012251077203793,0.2992924077261428,0.8064516129032313,0.3000447602874069,1,0.49507468347224104,Low
0,8206,22FEB16:18:17:52,34,0.8172043010752716,0.22440946415462876,0.5999999999999996,117,0.21317427385892118,34,11,0.10584560464078535,0.8749998359375145,14.18,7,32.941177,0.5,34.488075,9.1206093589,48.934844752,85.0,160,2.900755,0.9922375247477058,4.277167,0.6273328251773177,113.13098,0.9834591873426826,Fleet_00713F1,Truck_0711X1,1,0.3458612460045165,0.3029228023203927,0.8172043010752716,0.22641253862745217,1,0.4408543845904939,Low
0,4286,22FEB16:17:12:32,106,0.4301075268817236,0.641732317456136,0.8666666666666663,118,0.3399896265560166,106,8,0.15216421240517625,0.9411763613970684,14.08,7,14.901961,0.5,109.98,8.3127036747,47.123103536,269.2,377,3.045792,0.5627175527596098,3.592261,0.6965689428542025,95.01524,0.5136042191058372,Fleet_00613F1,Truck_0801X1,3,0.6161295368929397,0.32608210620258815,0.4301075268817236,0.7030978831021946,1,0.7189941333771281,Moderate
0,3237,22FEB16:16:55:03,99,0.4677419354838719,0.003937009375968799,0.2666666666666666,111,0.28189834024896265,99,11,0.1294065149486836,0.9779410769301559,14.2,9,14.901961,0.2857142857142856,102.496605,7.2372187631,48.346152339,320.0,448,2.030529,0.3734899655384656,0.0,0.5370536935718822,0.0,0.3878700707179672,Fleet_00413F1,Truck_0351X1,2,0.18416733876386604,0.2075604003314846,0.4677419354838719,0.003791046556990993,0,0.09322098334903031,Low
0,456,22FEB16:16:08:42,83,0.5537634408602194,0.0,0.06666666666666643,105,0.3158713692946058,83,9,0.13431503792949576,0.9779410769301559,14.24,7,14.901961,0.07142857142857117,78.91318,9.2848968604,49.207205431,352.2,690,1.160302,0.058365772474482824,0.0,0.5898377721681667,20.169476,0.05453673738463383,Fleet_00113F1,Truck_0221X1,1,0.1275126786537574,0.10287180467903347,0.5537634408602194,0.0,0,0.0637563393268787,Low
0,5091,22FEB16:17:25:57,96,0.48387096774193594,0.47637796382292796,0.40000000000000036,109,0.2728215767634855,96,8,0.12815707273538599,0.9779410769301559,14.16,8,14.901961,0.2142857142857144,114.876274,9.6743973589,48.520094752,46.3,160,1.740453,0.6904427576666063,2.42352,0.5636708052655226,64.10206,0.6100922929401893,Fleet_00713F1,Truck_0421X1,1,0.38306651352880455,0.1712213935105502,0.48387096774193594,0.5391179643466668,0,0.3532686460684023,Low
0,7494,22FEB16:18:06:00,78,0.5806451612903238,0.4842519825748656,0.5999999999999996,126,0.287603734439834,78,11,0.15269968763944666,0.9485292670036892,14.16,8,14.901961,0.5,80.06465,8.0545878588,48.223279043,111.7,153,4.206095,0.9649495764689542,5.54225,0.6840309880343481,146.5924,0.8981181829078269,Fleet_00213F1,Truck_0791X1,2,0.45728523900489976,0.3263498438197233,0.5806451612903238,0.5202864771949778,0,0.38472856266094324,Low
0,3251,22FEB16:16:55:17,79,0.5752688172043037,0.39763782650040397,0.2666666666666666,112,0.2990145228215768,79,11,0.13136992414100845,0.9558822663603018,14.18,9,14.901961,0.2142857142857144,83.01607,7.2165067631,48.333354339,309.6,438,2.175566,0.37548633120209085,0.0,0.5670443810969309,0.0,0.38954812417595586,Fleet_00413F1,Truck_0351X1,2,0.32110633866288246,0.17282781921336143,0.5752688172043037,0.38328401384463906,0,0.27553837348483295,Low
0,7793,22FEB16:18:10:59,33,0.8225806451612918,0.19291339918624878,0.5999999999999996,119,0.31690871369294604,33,17,0.12887103971441322,0.9852940762867685,14.24,9,27.058825,0.4285714285714288,33.588943,7.9207278588,48.201223043,102.6,147,3.19083,0.9745384328540911,2.89826,0.6285602645981202,76.658936,0.9339566103320149,Fleet_00213F1,Truck_0791X1,2,0.36994070429306486,0.27872123414292105,0.8225806451612918,0.2012957771696582,1,0.4453590852974299,Low
0,1086,22FEB16:16:19:12,116,0.3763440860215077,0.1732283523064048,0.7333333333333334,112,0.3864107883817427,116,9,0.18090138331102185,0.9779410769301559,14.16,7,14.901961,0.5714285714285712,114.33727,9.1369536747,47.227785536,306.9,408,2.175566,0.17737729394522372,0.0,0.59951253837317,25.3012,0.13004914299412684,Fleet_00613F1,Truck_0361X1,3,0.430990824673827,0.3761649773697965,0.3763440860215077,0.236270502513712,0,0.2863765630910271,Low
0,3476,22FEB16:16:59:02,116,0.3763440860215077,0.771653616823736,0.666666666666667,206,0.6190352697095436,116,13,0.5128960285586791,0.9779410769301559,14.16,9,41.17647,0.7142857142857144,118.62708,6.9944942752,48.223952037,302.4,470,15.809113,0.41326600452128126,10.575105,0.5889065246730384,279.71133,0.41651684046506054,Fleet_00313F1,Truck_0611X1,2,0.6857851843999822,0.6135908714221967,0.3763440860215077,0.7656310048426286,0,0.5725818936527797,Moderate
0,931,22FEB16:16:16:37,142,0.2365591397849478,0.6535433355446719,0.666666666666667,130,0.5775414937759337,142,16,0.26996876394466757,0.9779410769301559,14.0,8,34.509804,0.5,151.27211,9.8820236153,48.494862484,275.1,437,4.786245,0.14492537599480604,0.0,0.5244044576048114,0.0,0.11147069399496579,Fleet_01213F1,Truck_0081X1,1,0.6325838319957575,0.38498438197233376,0.2365591397849478,0.8496853319760327,0,0.5711975155906885,Moderate
0,726,22FEB16:16:13:12,128,0.3118279569892479,0.0,0.5999999999999996,113,0.4730290456431535,128,11,0.20892458723784027,0.9779410769301559,14.18,8,24.705883,0.6428571428571423,128.9165,9.3590156153,48.542376484,309.0,662,2.320604,0.1065226345862047,0.0,0.6323388034013543,0.0,0.0868991969315594,Fleet_01213F1,Truck_0081X1,1,0.35767634854771774,0.4258908650474913,0.3118279569892479,0.0,0,0.17883817427385887,Low
0,59,22FEB16:16:02:05,86,0.5376344086021518,0.2047244172747848,0.5999999999999996,113,0.34232365145228216,86,10,0.15787594823739404,0.9779410769301559,14.16,7,14.901961,0.5714285714285712,90.39635,8.771203794,49.361265773,284.7,785,2.320604,0.00743928285067641,1.36679,0.5897733462408308,36.151566,0.006951935754524741,Fleet_00513F1,Truck_0471X1,1,0.3823493562423555,0.3646522598329826,0.5376344086021518,0.21907608187485988,0,0.2568975026836357,Low
